EdgeID,from_id,to_id,Timestamp,Amount Sent,Sent Currency,Amount Received,Received Currency,Payment Format,Is Laundering,Hour
2173456,135,64592,36000,1780.5,0,1780.5,0,2,0,10
2173461,375750,394608,36000,742.8299999999999,0,742.8299999999999,0,1,0,10
2173535,73257,72063,36000,497.78,0,497.78,0,1,0,10
2173548,135,372578,36000,19.3,0,19.3,0,2,0,10
2173589,135,75070,36000,557188.2899999999,0,557188.2899999999,0,4,0,10
2173595,330364,75755,36000,83.82,0,83.82,0,2,0,10
2173641,78081,78082,36000,7098.74,0,7098.74,0,2,0,10
2173668,265862,408073,36000,2830.23,0,2830.23,0,2,0,10
2173846,310513,394940,36000,6430.82,0,6430.82,0,2,0,10
2173855,49346,7053,36000,657.7099999999999,0,657.7099999999999,0,1,0,10
2173862,274808,274809,36000,66140.37999999999,0,66140.37999999999,0,1,0,10
2173875,135,94659,36000,328.7,0,328.7,0,1,0,10
2173890,5485,95659,36000,180.96,0,180.96,0,1,0,10
2173895,96022,57145,36000,21.59,0,21.59,0,2,0,10
2173905,357662,96775,36000,2888.71,0,2888.71,0,2,0,10
2173921,399936,97870,36000,2753.5299999999997,0,2753.5299999999997,0,1,0,10
2173939,135,358229,36000,78.53,0,78.53,0,2,0,10
2173953,99064,99087,36000,132.47,2,132.47,2,1,0,10
2173975,99533,100253,36000,1105.79,2,1105.79,2,5,0,10
2173987,358257,101256,36000,3034.71,2,3034.71,2,1,0,10
2173994,99940,101404,36000,4551.46,2,4551.46,2,4,0,10
2173997,108953,345942,36000,473.84,2,473.84,2,1,0,10
2174007,156766,102714,36000,216149.87,2,216149.87,2,4,0,10
2174034,101217,104525,36000,82.35,2,82.35,2,1,0,10
2174046,98992,104993,36000,86.1,2,86.1,2,2,0,10
2174089,103352,108330,36000,94.7,2,94.7,2,2,0,10
2174096,105378,109073,36000,40687.95,2,40687.95,2,1,0,10
2174112,98992,111024,36000,2.13,2,2.13,2,2,0,10
2174116,337008,111412,36000,110.95,2,110.95,2,2,0,10
2174120,98992,111527,36000,286.22999999999996,2,286.22999999999996,2,1,0,10
2174133,106664,104494,36000,61.44,2,61.44,2,5,0,10
2174134,103415,112503,36000,31.47,2,31.47,2,1,0,10
2174242,118560,322473,36000,60.37,2,60.37,2,1,0,10
2174246,282380,119292,36000,58.309999999999995,2,58.309999999999995,2,1,0,10
2174296,117842,122494,36000,13426.45,2,13426.45,2,2,0,10
2174330,268475,125548,36000,3824.81,2,3824.81,2,3,0,10
2174342,98992,126850,36000,491.45,2,491.45,2,1,0,10
2174364,420181,511200,36000,3339.8999999999996,2,3339.8999999999996,2,3,0,10
2174427,112557,133293,36000,61.25,2,61.25,2,1,0,10
2174481,108069,434355,36000,5573.63,2,5573.63,2,2,0,10
2174581,376706,145405,36000,6137.46,2,6137.46,2,1,0,10
2174656,98992,355040,36000,10257.84,2,10257.84,2,1,0,10
2174665,386658,146332,36000,1517.23,2,1517.23,2,2,0,10
2174681,105600,377013,36000,176.22,2,176.22,2,1,0,10
2174700,140638,377027,36000,6780.34,2,6780.34,2,1,0,10
2174736,130452,151675,36000,1261.15,2,1261.15,2,2,0,10
2174755,116018,153601,36000,139268.87,2,139268.87,2,1,0,10
2174767,153723,153728,36000,971.17,2,971.17,2,3,0,10
2174787,332811,153868,36000,7821016.3,2,7821016.3,2,1,0,10
2174790,301622,102835,36000,5919.259999999999,2,5919.259999999999,2,1,0,10
2174801,113471,155019,36000,248.57,2,248.57,2,1,0,10
2174840,111441,312792,36000,5391.969999999999,2,5391.969999999999,2,1,0,10
2174921,160096,307569,36000,1056090.42,4,1056090.42,4,4,0,10
2174947,301777,162455,36000,35197.299999999996,4,35197.299999999996,4,2,0,10
2175059,386972,333266,36000,2716.95,4,2716.95,4,3,0,10
2175071,171132,171521,36000,187682.57,6,187682.57,6,1,0,10
2175132,172856,175980,36000,231382.47,6,231382.47,6,1,0,10
2175146,171865,296213,36000,285.91999999999996,6,285.91999999999996,6,3,0,10
2175155,175603,177642,36000,10023.06,6,10023.06,6,2,0,10
2175182,180199,180623,36000,133008.28,5,133008.28,5,1,0,10
2175258,180658,185402,36000,424.01,5,424.01,5,5,0,10
2175362,313502,193282,36000,23052.76,9,23052.76,9,3,0,10
2175398,192397,194772,36000,6407.9,9,6407.9,9,1,0,10
2175418,194429,359642,36000,53979.78,9,53979.78,9,1,0,10
2175583,202503,333969,36000,1603.98,8,1603.98,8,2,0,10
2175593,207425,207693,36000,2228.88,10,2228.88,10,1,0,10
2175596,308452,207576,36000,1167.4199999999998,10,1167.4199999999998,10,4,0,10
2175630,207688,208896,36000,238.43,10,238.43,10,1,0,10
2175645,270783,377885,36000,277.4,10,277.4,10,2,0,10
2175712,214186,214210,36000,46.36,10,46.36,10,5,0,10
2175766,216068,271009,36000,215.42,3,215.42,3,1,0,10
2175769,308648,217513,36000,85.58,3,85.58,3,1,0,10
2175790,215101,219195,36000,5173.75,3,5173.75,3,4,0,10
2175793,314066,219207,36000,3940.48,3,3940.48,3,1,0,10
2175803,217884,359980,36000,430.51,3,430.51,3,5,0,10
2175823,215605,220808,36000,328374.38,3,328374.38,3,1,0,10
2175828,347917,347982,36000,964.19,3,964.19,3,2,0,10
2175861,223563,223592,36000,102516.46,7,102516.46,7,3,0,10
2175868,222885,223863,36000,126.97,7,126.97,7,3,0,10
2175904,227591,227905,36000,78804.05,12,78804.05,12,2,0,10
2175985,364403,364403,36000,79.05,0,72.33,11,3,0,10
2175986,364403,329764,36000,72.33,11,72.33,11,2,0,10
2175995,308953,233690,36000,24.42,11,24.42,11,3,0,10
2176002,278334,232898,36000,50.02,11,50.02,11,5,0,10
2176004,231317,329804,36000,188.0,11,188.0,11,4,0,10
2176012,242523,234408,36000,175.54,11,175.54,11,2,0,10
2176015,231317,356336,36000,1105.5,11,1105.5,11,1,0,10
2176028,378222,378223,36000,98.53,11,98.53,11,4,0,10
2176041,271495,236590,36000,6950.83,11,6950.83,11,2,0,10
2176068,232551,237412,36000,15.2,11,15.2,11,5,0,10
2176111,237432,242146,36000,8638.51,11,8638.51,11,4,0,10
2176137,243108,243441,36000,175.2,11,175.2,11,1,0,10
2176143,243700,243979,36000,28024.41,14,28024.41,14,2,0,10
2176237,247846,378399,36000,32483.609999999997,14,32483.609999999997,14,3,0,10
2176249,243806,249249,36000,899.5699999999999,14,899.5699999999999,14,4,0,10
2176418,348606,258538,36000,36.974796,1,36.974796,1,6,0,10
2176439,258767,414458,36000,0.069017,1,0.069017,1,6,0,10
2172585,309669,309669,36060,640.18,0,640.18,0,1,0,10
2172602,124,40812,36060,20.3,0,20.3,0,4,0,10
2172640,1243,4312,36060,17902.469999999998,0,17902.469999999998,0,1,0,10
2172660,274573,5933,36060,288.76,0,288.76,0,4,0,10
2172714,135,10444,36060,90.9,0,90.9,0,2,0,10
2172812,12328,16923,36060,110629.23,0,110629.23,0,4,0,10
2172830,18008,18009,36060,4010.97,0,4010.97,0,3,0,10
2172841,6446,19189,36060,1357.12,0,1357.12,0,2,0,10
2172878,14563,21232,36060,43.07,0,43.07,0,1,0,10
2172969,24770,265839,36060,83.05,0,83.05,0,2,0,10
2173004,15254,31715,36060,6457.679999999999,0,6457.679999999999,0,1,0,10
2173041,19769,35822,36060,41188.63,0,41188.63,0,1,0,10
2173044,19769,35822,36060,12842.84,0,12842.84,0,3,0,10
2173051,3890,292746,36060,1330.65,0,1330.65,0,3,0,10
2173071,36955,80010,36060,5051.55,0,5051.55,0,1,0,10
2173118,382290,40806,36060,54.599999999999994,0,54.599999999999994,0,1,0,10
2173143,23789,42494,36060,15252.61,0,15252.61,0,5,0,10
2173146,135,335737,36060,60693.009999999995,0,60693.009999999995,0,1,0,10
2173174,265558,44371,36060,512383.0099999999,0,512383.0099999999,0,1,0,10
2173183,32637,44639,36060,6821.96,0,6821.96,0,2,0,10
2173187,279356,45041,36060,749.55,0,749.55,0,1,0,10
2173236,135,48891,36060,134.18,0,134.18,0,4,0,10
2173336,38033,56231,36060,984.02,0,984.02,0,1,0,10
2173373,41254,340672,36060,89.72999999999999,0,89.72999999999999,0,3,0,10
2173379,26816,59550,36060,390977.34,0,390977.34,0,1,0,10
2173381,26816,59550,36060,1469745.5699999998,0,1469745.5699999998,0,4,0,10
2173396,46070,60252,36060,972.89,0,972.89,0,2,0,10
2173399,51762,60802,36060,252.08,0,252.08,0,4,0,10
2173434,66573,62726,36060,35.25,0,35.25,0,2,0,10
2173462,375750,394608,36060,19.66,0,19.66,0,2,0,10
2173534,266393,71841,36060,65.11999999999999,0,65.11999999999999,0,2,0,10
2173557,511198,73294,36060,16106.58,0,16106.58,0,3,0,10
2173570,361437,305577,36060,3.73,0,3.73,0,1,0,10
2173571,361437,305577,36060,15.41,0,15.41,0,4,0,10
2173588,135,75070,36060,8006.7,0,8006.7,0,2,0,10
2173612,76065,76070,36060,3497.6699999999996,0,3497.6699999999996,0,3,0,10
2173619,135,76207,36060,170.70999999999998,0,170.70999999999998,0,1,0,10
2173627,12569,267219,36060,1160.11,0,1160.11,0,1,0,10
2173655,2935,305726,36060,409.67,0,409.67,0,1,0,10
2173676,276841,276841,36060,1205.6699999999998,6,11.44,0,3,0,10
2173677,276841,353899,36060,11.44,0,11.44,0,1,0,10
2173746,316721,85405,36060,167.81,0,167.81,0,2,0,10
2173770,8649,87031,36060,5716.719999999999,0,5716.719999999999,0,2,0,10
2173798,135,89106,36060,9389.27,0,9389.27,0,4,0,10
2173822,55203,91254,36060,929.76,0,929.76,0,1,0,10
2173834,14054,311480,36060,3789.39,0,3789.39,0,5,0,10
2173839,267495,92670,36060,339635.69,0,339635.69,0,1,0,10
2173868,52987,382976,36060,56.059999999999995,0,56.059999999999995,0,1,0,10
2173880,273612,412999,36060,1025.64,0,1025.64,0,2,0,10
2173884,37957,94961,36060,5660.04,0,5660.04,0,2,0,10
2173886,37957,94961,36060,51672.95,0,51672.95,0,5,0,10
2173903,135,96656,36060,209.91,0,209.91,0,2,0,10
2173912,361280,97561,36060,1144.21,0,1144.21,0,1,0,10
2173941,9263,98688,36060,513.6,0,513.6,0,1,0,10
2173957,100578,99205,36060,4513.2699999999995,2,4513.2699999999995,2,2,0,10
2173976,98992,130062,36060,244293.33,2,244293.33,2,1,0,10
2174060,365748,105854,36060,128.28,2,128.28,2,2,0,10
2174087,105206,108301,36060,4460.57,2,4460.57,2,2,0,10
2174092,98992,108365,36060,1505.8,2,1505.8,2,2,0,10
2174103,104326,110047,36060,123.92,2,123.92,2,4,0,10
2174106,274958,110250,36060,92200.12,2,92200.12,2,3,0,10
2174135,103415,112503,36060,253.33999999999995,2,253.33999999999995,2,2,0,10
2174147,107198,373088,36060,3392.5499999999997,2,3392.5499999999997,2,2,0,10
2174177,288302,114936,36060,479.17,2,479.17,2,2,0,10
2174187,98992,115811,36060,55.04,2,55.04,2,2,0,10
2174231,99397,117778,36060,117.59,2,117.59,2,1,0,10
2174304,99612,122702,36060,25.15,2,25.15,2,3,0,10
2174328,125547,125548,36060,1794.74,2,1794.74,2,3,0,10
2174345,113142,288658,36060,1069.93,2,1069.93,2,1,0,10
2174362,511201,511200,36060,923.44,2,923.44,2,3,0,10
2174396,98992,130448,36060,571.24,2,571.24,2,1,0,10
2174434,98992,133587,36060,1939.9,2,1939.9,2,4,0,10
2174510,98992,137437,36060,1204.01,2,1204.01,2,1,0,10
2174569,120646,422482,36060,9854.08,2,9854.08,2,1,0,10
2174603,289057,143115,36060,8.0,2,8.0,2,2,0,10
2174672,288889,146910,36060,2439.63,2,2439.63,2,1,0,10
2174693,143220,148185,36060,598.0799999999999,2,598.0799999999999,2,2,0,10
2174710,115057,269139,36060,105.31,2,105.31,2,4,0,10
2174712,98992,428572,36060,779.6999999999999,2,779.6999999999999,2,2,0,10
2174766,153734,153728,36060,1910.3,2,1910.3,2,3,0,10
2174772,153724,153728,36060,3715.39,2,3715.39,2,3,0,10
2174807,102357,112121,36060,12.57,2,12.57,2,2,0,10
2174822,139178,156388,36060,17.56,2,17.56,2,1,0,10
2174861,100366,269420,36060,259959.86,2,259959.86,2,4,0,10
2174867,131235,158787,36060,497.45,2,497.45,2,2,0,10
2174878,102981,355161,36060,14460.87,2,14460.87,2,2,0,10
2174907,160083,295875,36060,698.4699999999999,4,698.4699999999999,4,1,0,10
2174914,160208,160776,36060,1127.34,4,1127.34,4,1,0,10
2174926,403834,161491,36060,135517.96,4,135517.96,4,2,0,10
2174956,161873,163050,36060,6172.009999999999,4,6172.009999999999,4,3,0,10
2174980,160186,164759,36060,20656.2,4,20656.2,4,1,0,10
2174982,164529,162546,36060,858.89,4,858.89,4,1,0,10
2175052,289537,170007,36060,332.3,4,332.3,4,1,0,10
2175055,160318,170197,36060,7615.19,4,7615.19,4,2,0,10
2175060,359242,168531,36060,175677.35,4,175677.35,4,1,0,10
2175067,171132,171198,36060,378559.53,6,378559.53,6,1,0,10
2175119,174559,175496,36060,1521200.55,6,1521200.55,6,5,0,10
2175160,276825,178501,36060,9596377.07,6,9596377.07,6,1,0,10
2175185,180534,181210,36060,2586.37,5,2586.37,5,2,0,10
2175224,325492,325492,36060,40504.85,0,2974838.23,5,3,0,10
2175225,325492,182853,36060,2974838.23,5,2974838.23,5,1,0,10
2175242,183370,184100,36060,607376.5599999999,5,607376.5599999999,5,1,0,10
2175336,190661,432868,36060,3047011.02,9,3047011.02,9,1,0,10
2175346,191381,323959,36060,139948.22,9,139948.22,9,1,0,10
2175369,193290,277355,36060,9974.3,9,9974.3,9,2,0,10
2175374,426919,308166,36060,1449.1899999999998,9,1449.1899999999998,9,2,0,10
2175411,191804,196000,36060,291079.49,9,291079.49,9,1,0,10
2175440,190039,197138,36060,15403.429999999998,9,15403.429999999998,9,2,0,10
2175450,198556,198556,36060,126.58,8,126.58,8,1,0,10
2175466,198747,198867,36060,7.319999999999999,8,7.319999999999999,8,5,0,10
2175467,277471,198930,36060,561.4499999999999,8,561.4499999999999,8,1,0,10
2175479,198586,199432,36060,1786.56,8,1786.56,8,4,0,10
2175481,198586,199432,36060,1682.13,8,1682.13,8,5,0,10
2175482,270540,199512,36060,14797.84,8,14797.84,8,1,0,10
2175490,296711,416233,36060,297.12,8,297.12,8,4,0,10
2175508,313657,200759,36060,50.96,8,50.96,8,1,0,10
2175514,200428,201389,36060,40.46,8,40.46,8,1,0,10
2175545,200686,302683,36060,99.34,8,99.34,8,1,0,10
2175568,284218,308413,36060,3702.99,8,3702.99,8,4,0,10
2175612,207940,208114,36060,348176.91,10,348176.91,10,4,0,10
2175613,207940,208114,36060,269367.04,10,269367.04,10,5,0,10
2175625,207831,208359,36060,414.27,10,414.27,10,2,0,10
2175632,207286,208946,36060,204.12,10,204.12,10,1,0,10
2175708,214186,214210,36060,325.8,10,325.8,10,1,0,10
2175855,221493,223491,36060,8683.33,7,8683.33,7,1,0,10
2175875,223504,223135,36060,99595.5,7,99595.5,7,2,0,10
2175908,227596,284726,36060,4065.9,12,4065.9,12,1,0,10
2176007,232464,393652,36060,891.56,11,891.56,11,2,0,10
2176191,244908,246490,36060,1944.71,14,1944.71,14,1,0,10
2176193,248411,246678,36060,3192.1499999999996,14,3192.1499999999996,14,1,0,10
2176201,243806,246776,36060,296755.45,14,296755.45,14,4,0,10
2176229,458901,248569,36060,8579.09,14,8579.09,14,3,0,10
2176264,247336,285218,36060,32909.82,14,32909.82,14,1,0,10
2176281,246280,251282,36060,2672.06,14,2672.06,14,4,0,10
2176284,243820,251473,36060,42471.99,14,42471.99,14,1,0,10
2176295,244310,252314,36060,3829.14,14,3829.14,14,1,0,10
2176297,248507,252508,36060,111607.93,14,111607.93,14,1,0,10
2176419,348606,258538,36060,1.13493,1,1.13493,1,6,0,10
2176429,259009,259044,36060,0.158833,1,0.158833,1,6,0,10
2176458,258915,260297,36060,0.534776,1,0.534776,1,6,0,10
2176464,260072,339677,36060,1.1e-05,1,1.1e-05,1,6,0,10
2172591,285886,559,36120,2868.93,0,2868.93,0,3,0,10
2172592,397,726,36120,2089.24,0,2089.24,0,1,0,10
2172614,1591,2191,36120,406.92,0,406.92,0,1,0,10
2172666,5177,6481,36120,997.74,0,997.74,0,2,0,10
2172674,2740,265377,36120,175.07999999999998,0,175.07999999999998,0,1,0,10
2172753,6212,13656,36120,24753.15,0,24753.15,0,2,0,10
2172794,135,16384,36120,2537.21,0,2537.21,0,4,0,10
2172859,292310,19873,36120,37.879999999999995,0,37.879999999999995,0,3,0,10
2172865,19628,20271,36120,45.82,0,45.82,0,4,0,10
2172880,11742,315373,36120,497.51,0,497.51,0,1,0,10
2172935,135,24668,36120,615.56,0,615.56,0,2,0,10
2172970,285944,27084,36120,2917.81,0,2917.81,0,1,0,10
2173024,135,304661,36120,10.64,0,10.64,0,2,0,10
2173027,17172,345202,36120,61.169999999999995,0,61.169999999999995,0,2,0,10
2173038,756,34968,36120,2094.91,0,2094.91,0,2,0,10
2173091,267347,92175,36120,995.36,0,995.36,0,1,0,10
2173129,299070,299071,36120,932.72,0,932.72,0,2,0,10
2173188,279356,45041,36120,628.81,0,628.81,0,4,0,10
2173200,5854,45632,36120,5472.3099999999995,0,5472.3099999999995,0,4,0,10
2173209,19121,364876,36120,46.79,0,46.79,0,1,0,10
2173221,135,281232,36120,1081.83,0,1081.83,0,1,0,10
2173247,298822,364954,36120,72.36999999999999,0,72.36999999999999,0,1,0,10
2173308,45105,54483,36120,2.78,0,2.78,0,1,0,10
2173316,19295,293224,36120,0.13,0,0.13,0,1,0,10
2173318,320648,286910,36120,93.88,0,93.88,0,1,0,10
2173340,20928,56671,36120,475.06,0,475.06,0,1,0,10
2173498,286628,293519,36120,241.5,0,241.5,0,5,0,10
2173525,428004,70751,36120,1635.35,0,1635.35,0,3,0,10
2173530,299426,71381,36120,2597.25,0,2597.25,0,1,0,10
2173583,15733,340949,36120,3094.31,0,3094.31,0,1,0,10
2173591,311051,305608,36120,804.52,0,804.52,0,4,0,10
2173597,21994,75940,36120,6383.509999999999,0,6383.509999999999,0,2,0,10
2173609,510811,76070,36120,4835.139999999999,0,4835.139999999999,0,3,0,10
2173624,76349,349764,36120,1575.99,0,1575.99,0,1,0,10
2173651,135,78597,36120,195.89,0,195.89,0,2,0,10
2173700,79625,60286,36120,116.4,0,116.4,0,1,0,10
2173730,74000,293917,36120,471.42,0,471.42,0,2,0,10
2173752,280762,85591,36120,106489.21,0,106489.21,0,4,0,10
2173754,353682,85683,36120,1024.84,0,1024.84,0,2,0,10
2173788,79549,81008,36120,11218.0,0,11218.0,0,2,0,10
2173806,135,89827,36120,1141.46,0,1141.46,0,2,0,10
2173829,21685,394932,36120,263.08,0,263.08,0,2,0,10
2173946,89552,403204,36120,294.15,0,294.15,0,1,0,10
2173948,48108,322116,36120,1171481.97,0,1171481.97,0,1,0,10
2173970,98992,294335,36120,4234.76,2,4234.76,2,1,0,10
2173985,100868,274985,36120,21542.07,2,21542.07,2,1,0,10
2174000,101207,389166,36120,878.25,2,878.25,2,1,0,10
2174037,115452,136337,36120,12.45,2,12.45,2,2,0,10
2174040,101321,341474,36120,202.74,2,202.74,2,1,0,10
2174081,102114,111585,36120,706.1899999999999,2,706.1899999999999,2,1,0,10
2174084,99068,108033,36120,152.22,2,152.22,2,2,0,10
2174090,103352,108330,36120,26.45,2,26.45,2,3,0,10
2174125,362061,351042,36120,146.48999999999998,2,146.48999999999998,2,1,0,10
2174144,110996,332188,36120,319.37,2,319.37,2,1,0,10
2174181,135089,115104,36120,11195.05,2,11195.05,2,2,0,10
2174183,300727,350567,36120,9513.62,2,9513.62,2,2,0,10
2174202,98992,288391,36120,905.09,2,905.09,2,2,0,10
2174212,317190,116703,36120,12549.2,2,12549.2,2,1,0,10
2174223,400276,400276,36120,1614.98,0,1378.22,2,3,0,10
2174224,400276,117309,36120,1378.22,2,1378.22,2,3,0,10
2174244,405983,275451,36120,2727.54,2,2727.54,2,1,0,10
2174258,105708,119818,36120,831.16,2,831.16,2,2,0,10
2174283,106401,275895,36120,24651.289999999997,2,24651.289999999997,2,2,0,10
2174303,99612,122702,36120,32.72,2,32.72,2,4,0,10
2174314,111080,386398,36120,197.18,2,197.18,2,4,0,10
2174327,109432,346325,36120,19.97,2,19.97,2,5,0,10
2174389,281742,130200,36120,4251.76,2,4251.76,2,1,0,10
2174402,103654,130879,36120,2054.44,2,2054.44,2,2,0,10
2174470,105832,327806,36120,94.58,2,94.58,2,2,0,10
2174478,125426,136296,36120,92749.42,2,92749.42,2,1,0,10
2174495,118236,306953,36120,3.98,2,3.98,2,5,0,10
2174511,98992,137437,36120,260.89,2,260.89,2,2,0,10
2174564,268903,268904,36120,14326.31,2,14326.31,2,2,0,10
2174572,102066,141500,36120,17849.879999999997,2,17849.879999999997,2,1,0,10
2174573,135593,141535,36120,5068.7,2,5068.7,2,1,0,10
2174637,102760,373521,36120,1536.6,2,1536.6,2,3,0,10
2174642,111319,144638,36120,13286.02,2,13286.02,2,2,0,10
2174661,131972,307174,36120,1355.59,2,1355.59,2,1,0,10
2174691,362379,148135,36120,409.11,2,409.11,2,2,0,10
2174702,288900,148774,36120,737.85,2,737.85,2,1,0,10
2174706,275566,362654,36120,772.63,2,772.63,2,2,0,10
2174735,130452,151675,36120,375.91,2,375.91,2,1,0,10
2174748,276337,152791,36120,430.44,2,430.44,2,1,0,10
2174804,113471,155019,36120,9.98,2,9.98,2,3,0,10
2174900,159984,159984,36120,22861.75,4,22861.75,4,2,0,10
2174912,160401,160656,36120,84802.12,4,84802.12,4,2,0,10
2174960,160318,163265,36120,1272.57,4,1272.57,4,4,0,10
2174962,160401,167713,36120,172982.46,4,172982.46,4,1,0,10
2174998,161256,165476,36120,294.07,4,294.07,4,2,0,10
2175006,283190,165977,36120,395.06,4,395.06,4,3,0,10
2175007,162111,359230,36120,608.4399999999999,4,608.4399999999999,4,1,0,10
2175037,160318,318400,36120,141052.56,4,141052.56,4,1,0,10
2175047,168729,169394,36120,796828.38,4,796828.38,4,1,0,10
2175133,172856,175980,36120,189551.45,6,189551.45,6,2,0,10
2175169,177726,179343,36120,1500040.68,6,1500040.68,6,2,0,10
2175170,177726,179343,36120,5457414.42,6,5457414.42,6,4,0,10
2175186,179811,290002,36120,43413.17,5,43413.17,5,1,0,10
2175257,180658,185402,36120,1091.49,5,1091.49,5,4,0,10
2175284,33092,33092,36120,14713.429999999998,0,1080613.19,5,3,0,10
2175285,33092,283786,36120,1080613.19,5,1080613.19,5,4,0,10
2175309,380947,188861,36120,54983.82,5,54983.82,5,1,0,10
2175384,328947,194038,36120,755122.21,9,755122.21,9,2,0,10
2175447,197144,198044,36120,2230332.74,9,2230332.74,9,2,0,10
2175533,351750,202323,36120,488.4,8,488.4,8,1,0,10
2175540,202502,202503,36120,18.1,8,18.1,8,1,0,10
2175617,319138,208191,36120,18864.32,10,18864.32,10,2,0,10
2175641,290759,210824,36120,42.62,10,42.62,10,2,0,10
2175731,284420,334139,36120,650.5699999999999,3,650.5699999999999,3,2,0,10
2175757,313979,329339,36120,140.41,3,140.41,3,3,0,10
2175794,218830,219339,36120,1101.77,3,1101.77,3,1,0,10
2175841,221949,222568,36120,50.16,7,50.16,7,3,0,10
2175856,221493,223491,36120,4837.01,7,4837.01,7,4,0,10
2175885,224131,224566,36120,1987686.94,7,1987686.94,7,4,0,10
2175903,227591,227905,36120,30289.83,12,30289.83,12,1,0,10
2175924,227596,229195,36120,12565.39,12,12565.39,12,1,0,10
2175996,233489,233711,36120,170.07999999999998,11,170.07999999999998,11,1,0,10
2176040,271495,236590,36120,14410.6,11,14410.6,11,1,0,10
2176079,233704,271592,36120,9559.17,11,9559.17,11,1,0,10
2176088,303392,235601,36120,541958.75,11,541958.75,11,1,0,10
2176089,303392,235601,36120,26673.78,11,26673.78,11,2,0,10
2176102,363981,241038,36120,2217.66,11,2217.66,11,1,0,10
2176167,244556,245031,36120,3977.63,14,3977.63,14,1,0,10
2176175,245105,278621,36120,173.39,14,173.39,14,2,0,10
2176197,303604,246717,36120,2077.8399999999997,14,2077.8399999999997,14,3,0,10
2176244,367756,249097,36120,12360.5,14,12360.5,14,2,0,10
2176250,244863,249346,36120,541.9499999999999,14,541.9499999999999,14,1,0,10
2176280,246280,251282,36120,11112.52,14,11112.52,14,2,0,10
2176309,249162,253414,36120,0.71,14,0.71,14,3,0,10
2176311,246841,253442,36120,4791.01,14,4791.01,14,1,0,10
2176318,249045,253564,36120,702.7099999999999,14,702.7099999999999,14,2,0,10
2176407,255731,272129,36120,928.41,13,928.41,13,1,0,10
2176442,298067,259255,36120,0.0986789999999999,1,0.0986789999999999,1,6,0,10
2176457,259792,260160,36120,0.038067,1,0.038067,1,6,0,10
2176467,285440,260465,36120,0.1970799999999999,1,0.1970799999999999,1,6,0,10
2176483,259783,261085,36120,0.010894,1,0.010894,1,6,0,10
2176518,360559,264243,36120,0.018902,1,0.018902,1,6,0,10
2176524,260149,371686,36120,0.0514359999999999,1,0.0514359999999999,1,6,0,10
1808390,6606,6606,36180,12976.45,0,17119.84,10,3,0,10
1808391,6606,211907,36180,17119.84,10,17119.84,10,3,1,10
2148600,101023,373044,36180,13073.91,2,13073.91,2,3,1,10
2172661,3743,6101,36180,43.57,0,43.57,0,1,0,10
2172667,413,6726,36180,4567.929999999999,0,4567.929999999999,0,1,0,10
2172728,309810,309830,36180,12003.47,0,12003.47,0,3,0,10
2172765,105683,105683,36180,694.02,2,813.24,0,3,0,10
2172766,105683,364486,36180,813.24,0,813.24,0,2,0,10
2172776,6040,15746,36180,409.79,0,409.79,0,2,0,10
2172788,266126,16064,36180,245.72,0,245.72,0,1,0,10
2172893,14530,32061,36180,1025.28,0,1025.28,0,2,0,10
